Route Distance (km),Route Duration (min),Transportation Mode,Make,Model,Fuel Type,Engine Specs,Fuel Efficiency (km/L),Vehicle CO2 Emissions (g/km),Traffic Information,Elevation Data (m),Road Types,Estimated CO2 Emissions (g/km) for trip
35,45,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,49,99,Moderate Traffic,80,Local Road,119
45,55,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,51,95,Moderate Traffic,90,Hill Road,123
55,65,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,53,92,Heavy Traffic,120,Highway,128
28,35,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,46,103,Moderate Traffic,65,Local Road,117
18,22,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,41,108,Light Traffic,35,Urban,113
38,48,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,48,100,Heavy Traffic,85,Hill Road,120
22,28,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,42,110,Light Traffic,55,Urban,115
33,42,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,47,102,Moderate Traffic,75,Local Road,118
26,33,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,45,105,Moderate Traffic,55,Hill Road,112
37,47,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,49,99,Moderate Traffic,80,Local Road,119
48,58,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,53,92,Heavy Traffic,95,Highway,125
42,52,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,51,95,Heavy Traffic,90,Hill Road,123
31,38,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,47,102,Light Traffic,70,Local Road,118
24,30,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,42,110,Light Traffic,40,Urban,113
25,30,Bike,Suzuki,Gixxer SF,Petrol,155,40,115,Light Traffic,60,Highway,110
15,20,Bike,Suzuki,Gixxer SF,Petrol,155,38,120,Moderate Traffic,30,Urban,115
40,50,Bike,Suzuki,Gixxer SF,Petrol,155,42,110,Heavy Traffic,100,Hill Road,120
30,40,Bike,Suzuki,Gixxer SF,Petrol,155,41,112,Moderate Traffic,70,Local Road,118
50,60,Bike,Suzuki,Gixxer SF,Petrol,155,44,105,Heavy Traffic,150,Highway,125
20,25,Bike,Suzuki,Gixxer SF,Petrol,155,39,118,Light Traffic,50,Hill Road,112
35,45,Bike,Suzuki,Gixxer SF,Petrol,155,43,108,Moderate Traffic,80,Local Road,119
45,55,Bike,Suzuki,Gixxer SF,Petrol,155,45,105,Moderate Traffic,90,Hill Road,123
55,65,Bike,Suzuki,Gixxer SF,Petrol,155,46,102,Heavy Traffic,120,Highway,128
28,35,Bike,Suzuki,Gixxer SF,Petrol,155,46,103,Moderate Traffic,65,Local Road,117
18,22,Bike,Suzuki,Gixxer SF,Petrol,155,41,108,Light Traffic,35,Urban,113
38,48,Bike,Suzuki,Gixxer SF,Petrol,155,48,100,Heavy Traffic,85,Hill Road,120
22,28,Bike,Suzuki,Gixxer SF,Petrol,155,42,110,Light Traffic,55,Urban,115
33,42,Bike,Suzuki,Gixxer SF,Petrol,155,47,102,Moderate Traffic,75,Local Road,118
26,33,Bike,Suzuki,Gixxer SF,Petrol,155,45,105,Moderate Traffic,55,Hill Road,112
37,47,Bike,Suzuki,Gixxer SF,Petrol,155,49,99,Moderate Traffic,80,Local Road,119
48,58,Bike,Suzuki,Gixxer SF,Petrol,155,53,92,Heavy Traffic,95,Highway,125
42,52,Bike,Suzuki,Gixxer SF,Petrol,155,51,95,Heavy Traffic,90,Hill Road,123
31,38,Bike,Suzuki,Gixxer SF,Petrol,155,47,102,Light Traffic,70,Local Road,118
24,30,Bike,Suzuki,Gixxer SF,Petrol,155,42,110,Light Traffic,40,Urban,113
25,30,Bike,KTM,Duke 200,Petrol,200,35,117,Light Traffic,60,Highway,123
15,20,Bike,KTM,Duke 200,Petrol,200,33,122,Moderate Traffic,30,Urban,128
40,50,Bike,KTM,Duke 200,Petrol,200,38,112,Heavy Traffic,100,Hill Road,133
30,40,Bike,KTM,Duke 200,Petrol,200,37,114,Moderate Traffic,70,Local Road,130
50,60,Bike,KTM,Duke 200,Petrol,200,40,110,Heavy Traffic,150,Highway,138
20,25,Bike,KTM,Duke 200,Petrol,200,34,119,Light Traffic,50,Hill Road,125
35,45,Bike,KTM,Duke 200,Petrol,200,39,115,Moderate Traffic,80,Local Road,132
45,55,Bike,KTM,Duke 200,Petrol,200,41,110,Moderate Traffic,90,Hill Road,135
55,65,Bike,KTM,Duke 200,Petrol,200,42,108,Heavy Traffic,120,Highway,140
28,35,Bike,KTM,Duke 200,Petrol,200,36,116,Moderate Traffic,65,Local Road,128
18,22,Bike,KTM,Duke 200,Petrol,200,31,130,Light Traffic,35,Urban,127
38,48,Bike,KTM,Duke 200,Petrol,200,40,110,Heavy Traffic,85,Hill Road,133
22,28,Bike,KTM,Duke 200,Petrol,200,33,122,Light Traffic,55,Urban,130
33,42,Bike,KTM,Duke 200,Petrol,200,38,112,Moderate Traffic,75,Local Road,130
26,33,Bike,KTM,Duke 200,Petrol,200,35,117,Moderate Traffic,55,Hill Road,127
37,47,Bike,KTM,Duke 200,Petrol,200,39,115,Moderate Traffic,80,Local Road,132
48,58,Bike,KTM,Duke 200,Petrol,200,42,110,Heavy Traffic,95,Highway,138
42,52,Bike,KTM,Duke 200,Petrol,200,41,110,Heavy Traffic,90,Hill Road,135
31,38,Bike,KTM,Duke 200,Petrol,200,37,114,Light Traffic,70,Local Road,130
24,30,Bike,KTM,Duke 200,Petrol,200,33,122,Light Traffic,40,Urban,127
25,30,Bike,Royal Enfield,Classic 350,Petrol,346,30,125,Light Traffic,60,Highway,133
15,20,Bike,Royal Enfield,Classic 350,Petrol,346,28,130,Moderate Traffic,30,Urban,138
40,50,Bike,Royal Enfield,Classic 350,Petrol,346,32,120,Heavy Traffic,100,Hill Road,143
30,40,Bike,Royal Enfield,Classic 350,Petrol,346,31,122,Moderate Traffic,70,Local Road,140
50,60,Bike,Royal Enfield,Classic 350,Petrol,346,34,115,Heavy Traffic,150,Highway,148
20,25,Bike,Royal Enfield,Classic 350,Petrol,346,29,127,Light Traffic,50,Hill Road,135
35,45,Bike,Royal Enfield,Classic 350,Petrol,346,33,118,Moderate Traffic,80,Local Road,145
45,55,Bike,Royal Enfield,Classic 350,Petrol,346,35,115,Moderate Traffic,90,Hill Road,150
55,65,Bike,Royal Enfield,Classic 350,Petrol,346,36,112,Heavy Traffic,120,Highway,155
28,35,Bike,Royal Enfield,Classic 350,Petrol,346,30,125,Moderate Traffic,65,Local Road,138
18,22,Bike,Royal Enfield,Classic 350,Petrol,346,26,135,Light Traffic,35,Urban,137
38,48,Bike,Royal Enfield,Classic 350,Petrol,346,32,120,Heavy Traffic,85,Hill Road,143
22,28,Bike,Royal Enfield,Classic 350,Petrol,346,28,130,Light Traffic,55,Urban,138
33,42,Bike,Royal Enfield,Classic 350,Petrol,346,31,122,Moderate Traffic,75,Local Road,140
26,33,Bike,Royal Enfield,Classic 350,Petrol,346,27,128,Moderate Traffic,55,Hill Road,135
37,47,Bike,Royal Enfield,Classic 350,Petrol,346,33,118,Moderate Traffic,80,Local Road,145
48,58,Bike,Royal Enfield,Classic 350,Petrol,346,35,115,Heavy Traffic,95,Highway,148
42,52,Bike,Royal Enfield,Classic 350,Petrol,346,34,115,Heavy Traffic,90,Hill Road,150
31,38,Bike,Royal Enfield,Classic 350,Petrol,346,30,125,Light Traffic,70,Local Road,140
24,30,Bike,Royal Enfield,Classic 350,Petrol,346,26,135,Light Traffic,40,Urban,137
25,30,Bike,Honda,CB Unicorn 150,Petrol,149,55,95,Light Traffic,60,Highway,100
15,20,Bike,Honda,CB Unicorn 150,Petrol,149,50,100,Moderate Traffic,30,Urban,105
40,50,Bike,Honda,CB Unicorn 150,Petrol,149,60,90,Heavy Traffic,100,Hill Road,110
30,40,Bike,Honda,CB Unicorn 150,Petrol,149,58,92,Moderate Traffic,70,Local Road,108
50,60,Bike,Honda,CB Unicorn 150,Petrol,149,65,85,Heavy Traffic,150,Highway,115
20,25,Bike,Honda,CB Unicorn 150,Petrol,149,52,98,Light Traffic,50,Hill Road,103
35,45,Bike,Honda,CB Unicorn 150,Petrol,149,62,88,Moderate Traffic,80,Local Road,112
45,55,Bike,Honda,CB Unicorn 150,Petrol,149,63,87,Moderate Traffic,90,Hill Road,117
55,65,Bike,Honda,CB Unicorn 150,Petrol,149,67,83,Heavy Traffic,120,Highway,122
28,35,Bike,Honda,CB Unicorn 150,Petrol,149,56,94,Moderate Traffic,65,Local Road,106
18,22,Bike,Honda,CB Unicorn 150,Petrol,149,48,102,Light Traffic,35,Urban,107
38,48,Bike,Honda,CB Unicorn 150,Petrol,149,61,89,Heavy Traffic,85,Hill Road,111
22,28,Bike,Honda,CB Unicorn 150,Petrol,149,51,97,Light Traffic,55,Urban,104
33,42,Bike,Honda,CB Unicorn 150,Petrol,149,59,91,Moderate Traffic,75,Local Road,109
26,33,Bike,Honda,CB Unicorn 150,Petrol,149,54,96,Moderate Traffic,55,Hill Road,105
37,47,Bike,Honda,CB Unicorn 150,Petrol,149,64,86,Moderate Traffic,80,Local Road,114
48,58,Bike,Honda,CB Unicorn 150,Petrol,149,68,82,Heavy Traffic,95,Highway,119
42,52,Bike,Honda,CB Unicorn 150,Petrol,149,66,84,Heavy Traffic,90,Hill Road,116
31,38,Bike,Honda,CB Unicorn 150,Petrol,149,57,93,Light Traffic,70,Local Road,108
24,30,Bike,Honda,CB Unicorn 150,Petrol,149,50,100,Light Traffic,40,Urban,107
25,30,Bike,TVS,Apache RTR 160,Petrol,159,45,105,Light Traffic,60,Highway,110
15,20,Bike,TVS,Apache RTR 160,Petrol,159,42,110,Moderate Traffic,30,Urban,115
40,50,Bike,TVS,Apache RTR 160,Petrol,159,48,100,Heavy Traffic,100,Hill Road,120
30,40,Bike,TVS,Apache RTR 160,Petrol,159,47,102,Moderate Traffic,70,Local Road,118
50,60,Bike,TVS,Apache RTR 160,Petrol,159,50,98,Heavy Traffic,150,Highway,125
20,25,Bike,TVS,Apache RTR 160,Petrol,159,44,107,Light Traffic,50,Hill Road,112
35,45,Bike,TVS,Apache RTR 160,Petrol,159,49,99,Moderate Traffic,80,Local Road,119
45,55,Bike,TVS,Apache RTR 160,Petrol,159,51,95,Moderate Traffic,90,Hill Road,123
55,65,Bike,TVS,Apache RTR 160,Petrol,159,53,92,Heavy Traffic,120,Highway,128
28,35,Bike,TVS,Apache RTR 160,Petrol,159,46,103,Moderate Traffic,65,Local Road,117
18,22,Bike,TVS,Apache RTR 160,Petrol,159,41,108,Light Traffic,35,Urban,113
38,48,Bike,TVS,Apache RTR 160,Petrol,159,48,100,Heavy Traffic,85,Hill Road,120
22,28,Bike,TVS,Apache RTR 160,Petrol,159,42,110,Light Traffic,55,Urban,115
33,42,Bike,TVS,Apache RTR 160,Petrol,159,47,102,Moderate Traffic,75,Local Road,118
26,33,Bike,TVS,Apache RTR 160,Petrol,159,45,105,Moderate Traffic,55,Hill Road,112
37,47,Bike,TVS,Apache RTR 160,Petrol,159,49,99,Moderate Traffic,80,Local Road,119
48,58,Bike,TVS,Apache RTR 160,Petrol,159,53,92,Heavy Traffic,95,Highway,125
42,52,Bike,TVS,Apache RTR 160,Petrol,159,51,95,Heavy Traffic,90,Hill Road,123
31,38,Bike,TVS,Apache RTR 160,Petrol,159,47,102,Light Traffic,70,Local Road,118
24,30,Bike,TVS,Apache RTR 160,Petrol,159,42,110,Light Traffic,40,Urban,115
20,25,Scooty,Honda,Activa 6G,Petrol,109.51,60,88,Light Traffic,50,Urban,93
15,20,Scooty,Honda,Activa 6G,Petrol,109.51,55,95,Moderate Traffic,30,Urban,98
25,30,Scooty,Honda,Activa 6G,Petrol,109.51,65,80,Heavy Traffic,100,Urban,103
10,15,Scooty,Honda,Activa 6G,Petrol,109.51,50,100,Light Traffic,20,Urban,88
30,35,Scooty,Honda,Activa 6G,Petrol,109.51,70,75,Moderate Traffic,80,Urban,108
12,18,Scooty,Honda,Activa 6G,Petrol,109.51,52,96,Moderate Traffic,25,Urban,90
18,22,Scooty,Honda,Activa 6G,Petrol,109.51,57,91,Light Traffic,40,Urban,95
35,40,Scooty,Honda,Activa 6G,Petrol,109.51,75,70,Heavy Traffic,120,Urban,113
22,28,Scooty,Honda,Activa 6G,Petrol,109.51,60,88,Moderate Traffic,60,Urban,98
28,33,Scooty,Honda,Activa 6G,Petrol,109.51,63,85,Light Traffic,70,Urban,103
40,45,Scooty,Honda,Activa 6G,Petrol,109.51,80,65,Moderate Traffic,140,Urban,118
16,21,Scooty,Honda,Activa 6G,Petrol,109.51,55,95,Heavy Traffic,35,Urban,98
24,29,Scooty,Honda,Activa 6G,Petrol,109.51,62,87,Moderate Traffic,65,Urban,103
38,43,Scooty,Honda,Activa 6G,Petrol,109.51,78,68,Light Traffic,100,Urban,113
14,19,Scooty,Honda,Activa 6G,Petrol,109.51,53,94,Moderate Traffic,30,Urban,90
29,34,Scooty,Honda,Activa 6G,Petrol,109.51,65,80,Light Traffic,75,Urban,103
45,50,Scooty,Honda,Activa 6G,Petrol,109.51,82,63,Moderate Traffic,150,Urban,118
17,23,Scooty,Honda,Activa 6G,Petrol,109.51,57,91,Heavy Traffic,40,Urban,95
27,32,Scooty,Honda,Activa 6G,Petrol,109.51,64,83,Moderate Traffic,60,Urban,100
36,41,Scooty,Honda,Activa 6G,Petrol,109.51,77,69,Light Traffic,90,Urban,113
19,24,Scooty,Honda,Activa 6G,Petrol,109.51,58,90,Moderate Traffic,45,Urban,96
33,38,Scooty,Honda,Activa 6G,Petrol,109.51,70,75,Heavy Traffic,80,Urban,108
50,55,Scooty,Honda,Activa 6G,Petrol,109.51,85,60,Moderate Traffic,170,Urban,123
21,26,Scooty,Honda,Activa 6G,Petrol,109.51,59,89,Light Traffic,50,Urban,94
31,36,Scooty,Honda,Activa 6G,Petrol,109.51,72,74,Moderate Traffic,70,Urban,107
42,47,Scooty,Honda,Activa 6G,Petrol,109.51,80,65,Heavy Traffic,110,Urban,118
23,28,Scooty,Honda,Activa 6G,Petrol,109.51,61,86,Moderate Traffic,55,Urban,101
39,44,Scooty,Honda,Activa 6G,Petrol,109.51,79,67,Light Traffic,95,Urban,112
26,31,Scooty,Honda,Activa 6G,Petrol,109.51,65,80,Moderate Traffic,65,Urban,103
47,52,Scooty,Honda,Activa 6G,Petrol,109.51,83,62,Heavy Traffic,130,Urban,118
34,39,Scooty,Honda,Activa 6G,Petrol,109.51,75,70,Light Traffic,85,Urban,113
18,23,Scooty,Honda,Activa 6G,Petrol,109.51,55,95,Moderate Traffic,40,Urban,98
28,33,Scooty,Honda,Activa 6G,Petrol,109.51,68,80,Light Traffic,75,Urban,103
41,46,Scooty,Honda,Activa 6G,Petrol,109.51,80,65,Heavy Traffic,105,Urban,118
24,29,Scooty,Honda,Activa 6G,Petrol,109.51,62,87,Moderate Traffic,60,Urban,103
37,42,Scooty,Honda,Activa 6G,Petrol,109.51,77,69,Light Traffic,90,Urban,113
19,24,Scooty,Honda,Activa 6G,Petrol,109.51,56,94,Moderate Traffic,45,Urban,98
29,34,Scooty,Honda,Activa 6G,Petrol,109.51,65,80,Light Traffic,75,Urban,103
44,49,Scooty,Honda,Activa 6G,Petrol,109.51,82,63,Heavy Traffic,115,Urban,118
30,35,Scooty,Honda,Activa 6G,Petrol,109.51,70,75,Moderate Traffic,80,Urban,108
49,54,Scooty,Honda,Activa 6G,Petrol,109.51,84,61,Heavy Traffic,125,Urban,118
32,37,Scooty,Honda,Activa 6G,Petrol,109.51,73,73,Light Traffic,90,Urban,113
20,25,Scooter,Suzuki,Access 125,Petrol,124,55,95,Light Traffic,50,Urban,100
15,20,Scooter,Suzuki,Access 125,Petrol,124,50,100,Moderate Traffic,30,Urban,105
25,30,Scooter,Suzuki,Access 125,Petrol,124,60,90,Heavy Traffic,100,Urban,110
10,15,Scooter,Suzuki,Access 125,Petrol,124,45,105,Light Traffic,20,Urban,95
30,35,Scooter,Suzuki,Access 125,Petrol,124,65,85,Moderate Traffic,80,Urban,115
12,18,Scooter,Suzuki,Access 125,Petrol,124,48,98,Moderate Traffic,25,Urban,100
18,22,Scooter,Suzuki,Access 125,Petrol,124,52,96,Light Traffic,40,Urban,105
35,40,Scooter,Suzuki,Access 125,Petrol,124,70,75,Heavy Traffic,120,Urban,120
22,28,Scooter,Suzuki,Access 125,Petrol,124,57,91,Moderate Traffic,60,Urban,105
28,33,Scooter,Suzuki,Access 125,Petrol,124,62,87,Light Traffic,70,Urban,110
40,45,Scooter,Suzuki,Access 125,Petrol,124,75,70,Moderate Traffic,140,Urban,125
16,21,Scooter,Suzuki,Access 125,Petrol,124,51,97,Heavy Traffic,35,Urban,100
24,29,Scooter,Suzuki,Access 125,Petrol,124,58,90,Moderate Traffic,65,Urban,105
38,43,Scooter,Suzuki,Access 125,Petrol,124,72,74,Light Traffic,100,Urban,120
14,19,Scooter,Suzuki,Access 125,Petrol,124,47,99,Moderate Traffic,30,Urban,95
29,34,Scooter,Suzuki,Access 125,Petrol,124,63,85,Light Traffic,75,Urban,110
45,50,Scooter,Suzuki,Access 125,Petrol,124,78,68,Moderate Traffic,150,Urban,130
17,23,Scooter,Suzuki,Access 125,Petrol,124,53,94,Heavy Traffic,40,Urban,100
27,32,Scooter,Suzuki,Access 125,Petrol,124,60,88,Moderate Traffic,60,Urban,105
36,41,Scooter,Suzuki,Access 125,Petrol,124,70,75,Light Traffic,90,Urban,115
19,24,Scooter,Suzuki,Access 125,Petrol,124,54,93,Moderate Traffic,45,Urban,100
33,38,Scooter,Suzuki,Access 125,Petrol,124,67,80,Heavy Traffic,80,Urban,115
50,55,Scooter,Suzuki,Access 125,Petrol,124,80,65,Moderate Traffic,170,Urban,130
21,26,Scooter,Suzuki,Access 125,Petrol,124,55,95,Light Traffic,50,Urban,100
31,36,Scooter,Suzuki,Access 125,Petrol,124,68,80,Moderate Traffic,70,Urban,115
42,47,Scooter,Suzuki,Access 125,Petrol,124,75,70,Heavy Traffic,110,Urban,125
23,28,Scooter,Suzuki,Access 125,Petrol,124,58,90,Moderate Traffic,55,Urban,105
39,44,Scooter,Suzuki,Access 125,Petrol,124,73,73,Light Traffic,95,Urban,120
26,31,Scooter,Suzuki,Access 125,Petrol,124,60,88,Moderate Traffic,65,Urban,105
47,52,Scooter,Suzuki,Access 125,Petrol,124,77,69,Heavy Traffic,130,Urban,125
34,39,Scooter,Suzuki,Access 125,Petrol,124,70,75,Light Traffic,85,Urban,115
18,23,Scooter,Suzuki,Access 125,Petrol,124,52,96,Moderate Traffic,40,Urban,105
28,33,Scooter,Suzuki,Access 125,Petrol,124,62,87,Light Traffic,70,Urban,110
41,46,Scooter,Suzuki,Access 125,Petrol,124,75,70,Heavy Traffic,105,Urban,125
24,29,Scooter,Suzuki,Access 125,Petrol,124,58,90,Moderate Traffic,60,Urban,105
37,42,Scooter,Suzuki,Access 125,Petrol,124,72,74,Light Traffic,90,Urban,120
19,24,Scooter,Suzuki,Access 125,Petrol,124,54,93,Moderate Traffic,45,Urban,100
29,34,Scooter,Suzuki,Access 125,Petrol,124,63,85,Light Traffic,75,Urban,110
44,49,Scooter,Suzuki,Access 125,Petrol,124,78,68,Moderate Traffic,115,Urban,130
30,35,Scooter,Suzuki,Access 125,Petrol,124,65,80,Moderate Traffic,80,Urban,115
49,54,Scooter,Suzuki,Access 125,Petrol,124,80,65,Heavy Traffic,125,Urban,125
32,37,Scooter,Suzuki,Access 125,Petrol,124,67,80,Light Traffic,90,Urban,115
21,26,Scooter,Suzuki,Access 125,Petrol,124,55,95,Light Traffic,50,Urban,100
31,36,Scooter,Suzuki,Access 125,Petrol,124,60,88,Moderate Traffic,70,Urban,105
20,25,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,45,105,Light Traffic,50,Urban,110
15,20,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,42,110,Moderate Traffic,30,Urban,115
25,30,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,48,100,Heavy Traffic,100,Urban,120
10,15,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,40,115,Light Traffic,20,Urban,105
30,35,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,50,98,Moderate Traffic,80,Urban,125
12,18,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,43,108,Moderate Traffic,25,Urban,113
18,22,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,47,102,Light Traffic,40,Urban,118
35,40,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,52,96,Heavy Traffic,120,Urban,123
22,28,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,49,99,Moderate Traffic,60,Urban,122
28,33,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,51,95,Light Traffic,70,Urban,128
40,45,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,55,91,Moderate Traffic,140,Urban,133
16,21,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,44,107,Heavy Traffic,35,Urban,116
24,29,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,46,104,Moderate Traffic,65,Urban,121
38,43,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,53,94,Light Traffic,100,Urban,130
14,19,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,41,113,Moderate Traffic,30,Urban,108
29,34,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,50,98,Light Traffic,75,Urban,125
45,50,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,56,89,Moderate Traffic,150,Urban,135
17,23,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,45,105,Heavy Traffic,40,Urban,110
27,32,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,48,100,Moderate Traffic,60,Urban,120
36,41,Bike,Yamaha,FZ-S V3.0 FI,Petrol,149,54,93,Light Traffic,90,Urban,128
20,25,Motorcycle,Royal Enfield,Classic 350,Petrol,346,35,120,Light Traffic,50,Urban,125
15,20,Motorcycle,Royal Enfield,Classic 350,Petrol,346,30,130,Moderate Traffic,30,Urban,135
25,30,Motorcycle,Royal Enfield,Classic 350,Petrol,346,40,110,Heavy Traffic,100,Urban,115
10,15,Motorcycle,Royal Enfield,Classic 350,Petrol,346,25,140,Light Traffic,20,Urban,145
30,35,Motorcycle,Royal Enfield,Classic 350,Petrol,346,45,100,Moderate Traffic,80,Urban,105
12,18,Motorcycle,Royal Enfield,Classic 350,Petrol,346,28,135,Moderate Traffic,25,Urban,140
18,22,Motorcycle,Royal Enfield,Classic 350,Petrol,346,32,125,Light Traffic,40,Urban,130
35,40,Motorcycle,Royal Enfield,Classic 350,Petrol,346,50,90,Heavy Traffic,120,Urban,95
22,28,Motorcycle,Royal Enfield,Classic 350,Petrol,346,38,115,Moderate Traffic,60,Urban,120
28,33,Motorcycle,Royal Enfield,Classic 350,Petrol,346,42,105,Light Traffic,70,Urban,110
40,45,Motorcycle,Royal Enfield,Classic 350,Petrol,346,55,85,Moderate Traffic,140,Urban,90
16,21,Motorcycle,Royal Enfield,Classic 350,Petrol,346,31,130,Heavy Traffic,35,Urban,135
24,29,Motorcycle,Royal Enfield,Classic 350,Petrol,346,36,120,Moderate Traffic,65,Urban,125
38,43,Motorcycle,Royal Enfield,Classic 350,Petrol,346,52,95,Light Traffic,100,Urban,100
14,19,Motorcycle,Royal Enfield,Classic 350,Petrol,346,29,135,Moderate Traffic,30,Urban,140
29,34,Motorcycle,Royal Enfield,Classic 350,Petrol,346,44,110,Light Traffic,75,Urban,115
45,50,Motorcycle,Royal Enfield,Classic 350,Petrol,346,60,80,Moderate Traffic,150,Urban,85
17,23,Motorcycle,Royal Enfield,Classic 350,Petrol,346,33,125,Heavy Traffic,40,Urban,130
27,32,Motorcycle,Royal Enfield,Classic 350,Petrol,346,40,110,Moderate Traffic,60,Urban,115
36,41,Motorcycle,Royal Enfield,Classic 350,Petrol,346,48,100,Light Traffic,90,Urban,105
20,25,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,50,100,Light Traffic,50,Urban,105
15,20,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,45,105,Moderate Traffic,30,Urban,110
25,30,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,55,95,Heavy Traffic,100,Urban,115
10,15,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,40,110,Light Traffic,20,Urban,100
30,35,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,60,90,Moderate Traffic,80,Urban,120
12,18,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,42,108,Moderate Traffic,25,Urban,113
18,22,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,48,102,Light Traffic,40,Urban,108
35,40,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,65,85,Heavy Traffic,120,Urban,125
22,28,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,52,96,Moderate Traffic,60,Urban,110
28,33,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,58,92,Light Traffic,70,Urban,107
40,45,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,70,75,Moderate Traffic,140,Urban,105
16,21,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,46,104,Heavy Traffic,35,Urban,110
24,29,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,54,93,Moderate Traffic,65,Urban,118
38,43,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,68,80,Light Traffic,100,Urban,120
14,19,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,43,108,Moderate Traffic,30,Urban,110
29,34,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,62,87,Light Traffic,75,Urban,105
45,50,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,75,70,Moderate Traffic,150,Urban,100
17,23,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,47,102,Heavy Traffic,40,Urban,108
27,32,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,56,91,Moderate Traffic,60,Urban,115
36,41,Motorcycle,Honda,CB Unicorn 160,Petrol,162.71,62,87,Light Traffic,90,Urban,105
20,25,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,40,115,Light Traffic,50,Urban,120
15,20,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,35,120,Moderate Traffic,30,Urban,125
25,30,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,45,110,Heavy Traffic,100,Urban,130
10,15,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,30,125,Moderate Traffic,20,Urban,115
30,35,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,50,100,Light Traffic,80,Urban,135
12,18,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,32,120,Moderate Traffic,25,Urban,120
18,22,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,38,115,Heavy Traffic,40,Urban,125
35,40,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,55,95,Light Traffic,120,Urban,140
22,28,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,42,105,Moderate Traffic,60,Urban,130
28,33,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,48,100,Heavy Traffic,70,Urban,135
40,45,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,60,80,Moderate Traffic,140,Urban,120
16,21,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,36,115,Light Traffic,35,Urban,125
24,29,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,44,105,Moderate Traffic,65,Urban,130
38,43,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,58,90,Heavy Traffic,100,Urban,135
14,19,Motorcycle,TVS,Apache RTR 160,Petrol,159.7,34,120,Light Traffic,30,Urban,115
